time_gmt7,endpoint,source,http_status,status,credits_charged
"Sep 24, 16:09",/v2/company/report/BBCA/,direct,200,success,5
"Sep 24, 16:00",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 15:44",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 15:14",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 14:55",/v2/company/report/ASII/,direct,200,success,1
"Sep 24, 14:55",/v2/companies/,direct,200,success,1
"Sep 24, 14:54",/v2/company/report/ASII/,direct,200,success,1
"Sep 24, 14:53",/v2/company/get-segments/ASII/,direct,200,success,1
"Sep 24, 14:45",/v2/company/report/ASII/,direct,200,success,1
"Sep 24, 14:45",/v2/company/report/BBCA/,direct,200,success,1
"Sep 24, 14:44",/v2/listing-performance/BBCA/,direct,404,error,1
"Sep 24, 14:44",/v2/companies/,direct,200,success,1
"Sep 24, 14:44",/v2/companies/,direct,200,success,1
"Sep 24, 14:44",/v2/companies/,direct,200,success,1
"Sep 24, 14:43",/v2/companies/,direct,200,success,1
"Sep 24, 14:43",/v2/companies/,direct,200,success,1
"Sep 24, 14:43",/v2/companies/,direct,200,success,1
"Sep 24, 14:43",/v2/companies/,direct,200,success,1
"Sep 24, 14:42",/v2/companies/,direct,200,success,1
"Sep 24, 14:42",/v2/companies/,direct,200,success,1
"Sep 24, 14:41",/v2/companies/,direct,400,error,0
"Sep 24, 14:38",/v2/listing-performance/BBCA/,direct,404,error,1
"Sep 24, 14:38",/v2/companies/,direct,200,success,1
"Sep 24, 14:38",/v2/companies/,direct,200,success,1
"Sep 24, 14:37",/v2/free-float/,direct,200,success,10
"Sep 24, 14:36",/v2/free-float/,direct,400,error,0
"Sep 24, 14:19",/v2/free-float/,direct,400,error,0
"Sep 24, 14:19",/v2/free-float/,direct,400,error,0
"Sep 24, 14:19",/v2/free-float/,direct,400,error,0
"Sep 24, 14:18",/v2/companies/,direct,200,success,1
"Sep 24, 13:53",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 13:37",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 13:35",/v2/subsector/report/banks/,direct,200,success,4
"Sep 24, 13:27",/v2/subsector/report/basic-materials/,direct,200,success,1
"Sep 24, 13:27",/v2/subsector/report/retailing/,direct,200,success,1
"Sep 24, 13:27",/v2/subsector/report/software-it-services/,direct,200,success,1
"Sep 24, 13:27",/v2/subsector/report/banks/,direct,200,success,1
"Sep 24, 13:27",/v2/subsector/report/transportation/,direct,200,success,1
"Sep 24, 13:24",/v2/subsector/report/transportation/,direct,200,success,1
"Sep 24, 13:21",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 13:14",/v2/subsector/report/transportation/,direct,200,success,1
"Sep 24, 13:13",/v2/subsector/report/banks/,direct,200,success,4
"Sep 24, 13:09",/v2/subsector/report/banks/,direct,200,success,1
"Sep 24, 13:09",/v2/subsector/report/banks/,direct,200,success,1
"Sep 24, 13:08",/v2/subsector/report/banks/,direct,200,success,4
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:06",/v2/companies/,direct,200,success,1
"Sep 24, 13:05",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:47",/v2/close/,direct,200,success,1
"Sep 24, 12:46",/v2/subsector/report/oil-gas-coal/,direct,200,success,4
"Sep 24, 12:46",/v2/subsector/report/telecommunication/,direct,200,success,4
"Sep 24, 12:46",/v2/subsector/report/basic-materials/,direct,200,success,4
"Sep 24, 12:46",/v2/subsector/report/transportation/,direct,200,success,4
"Sep 24, 12:46",/v2/subsector/report/retailing/,direct,200,success,4
"Sep 24, 12:46",/v2/subsector/report/software-it-services/,direct,200,success,4
"Sep 24, 12:46",/v2/subsector/report/banks/,direct,200,success,4
"Sep 24, 12:46",/v2/foreign-flow/IHSG/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:38",/v2/companies/,direct,200,success,1
"Sep 24, 12:37",/v2/companies/,direct,200,success,1
"Sep 24, 12:37",/v2/companies/,direct,200,success,1
